genres,keywords,original_language,original_title,korean_title,kr_rating,popularity,production_countries,release_date,spoken_languages,vote_average,vote_count
"['Comedy', 'Fantasy', 'Adventure']","['medallion', 'black people', 'castle', 'time travel', 'knight', 'impostor', 'king', 'middle ages (476-1453)', 'medieval', '14th century']",en,Black Knight,"흑기사, 중세로 가다",,29.104,['United States of America'],2001-11-21,['English'],5.37,1063
"['Horror', 'Science Fiction']","['future', 'space marine', 'new jersey', 'sadism', 'psychopath', 'cryogenics', 'woods', 'space', 'slaughter', 'serial killer', 'slasher', 'series of murders', 'scientist', 'supernatural horror']",en,Jason X,제이슨 X,,110.685,['United States of America'],2001-11-09,['English'],4.842,1292
"['Action', 'Crime', 'Drama']","['prison', 'sibling relationship', 'snake', 'observer', 'conciliation', 'arrest', 'triade', 'revenge', 'counterfeit', 'hong kong', 'police officer']",zh,英雄本色,영웅본색,15,22.335,['Hong Kong'],1986-08-02,"['广州话 / 廣州話', 'English']",7.401,491
"['Action', 'Thriller']","['new york city', 'street gang', 'gangster', 'disc jockey', 'gang war', 'coney island', 'survival', 'pursuit', 'gang member', 'new york subway', 'girl gang', 'warrior', 'the warriors', 'violence']",en,The Warriors,워리어,,59.178,['United States of America'],1979-02-01,['English'],7.677,2064
"['Thriller', 'Horror', 'Mystery']","['suicide', 'paris, france', 'identity', 'psychopath', 'paranoia', 'hallucination', 'identity crisis', 'lodger', 'neighbor', 'tenant', 'descent into madness', 'cross dressing', 'psychological thriller', 'apartment building', 'noisy neighbor', 'handjob', 'death of neighbor', 'next door neighbor', 'tooth extraction', 'jumping from height', 'creepy neighbor', 'jumping from a window', 'psychological disintegration', 'paranoid thriller', 'rented rooms', 'personality change', 'psychological horror']",en,Le locataire,테넌트,,38.59,['France'],1976-05-26,"['English', 'Français']",7.65,1063
"['Western', 'Action', 'Drama']",[],en,Desperate Riders,데스프릿 라이더즈,,28.338,['United States of America'],2022-02-25,['English'],5.856,58
"['Horror', 'Thriller', 'Science Fiction']","['fire', 'based on novel or book', 'telepathy', 'psychic power', 'electronic music score', 'girl power', 'psychic force']",en,Firestarter,초능력 소녀의 분노,,32.394,['United States of America'],1984-05-11,['English'],6.331,655
"['Drama', 'Adventure', 'Western']","['bounty hunter', 'based on novel or book', 'father murder', 'loss of loved one', 'texas ranger', 'arkansas', 'alcoholism', 'betrayal', 'eye patch']",en,True Grit,더 브레이브,15,59.47,['United States of America'],2010-12-22,['English'],7.304,5098
"['Mystery', 'Drama', 'Crime']","['amnesia', 'fortune teller', 'nightmare', 'hypnosis', 'twist', 'lovers', 'romance', 'private investigator', 'psychological thriller', 'therapy', 'dual role', 'orchestra conductor', 'gumshoe', 'san francisco']",en,Dead Again,환생,,26.166,['United States of America'],1991-08-23,['English'],6.4,358
"['Comedy', 'Horror']","[""rock 'n' roll"", 'exorcism', 'live-reportage', 'spoof', 'devil']",en,Repossessed,리포제스트,,39.484,['United States of America'],1990-09-14,['English'],5.1,295
"['Fantasy', 'Comedy', 'Family']","['new york city', 'wish', 'genie']",en,Kazaam,카잠,,25.285,['United States of America'],1996-07-17,['English'],4.166,259
['Comedy'],"['thanksgiving', 'retiree', 'old friends', 'elderly', 'aftercreditsstinger', 'duringcreditsstinger', 'neighborhood', 'ice fishing', 'christmas']",en,Grumpy Old Men,그럼피 올드 맨,,21.111,['United States of America'],1993-12-25,['English'],6.637,628
"['Comedy', 'Romance']","['new york city', 'marriage proposal', 'alabama', 'career woman', 'fashion designer']",en,Sweet Home Alabama,스위트 알라바마,12,30.336,['United States of America'],2002-09-26,['English'],6.4,1458
"['Action', 'Science Fiction', 'Thriller']","['arena', 'sports', 'manager', 'dystopia', 'wrestling', 'roller-skating', 'motor sport', 'roller skating', 'future sport']",en,Rollerball,롤러볼,,27.438,"['Germany', 'Japan', 'United States of America']",2002-02-08,"['Deutsch', 'Français', '日本語', '한국어/조선말', 'Pусский', 'العربية', 'English']",3.974,460
"['Horror', 'Science Fiction', 'Thriller']","['experiment', 'genetics', 'based on novel or book', 'ritual', 'subconsciousness', 'harvard university', 'psychology', 'surreal', 'drug use', 'magic mushroom', 'drug trip', 'university', 'drugs', 'psychedelics', 'metamorphosis', 'sensory deprivation', 'isolation tank', 'deprivation chamber', 'psychedelic', 'quest for knowledge']",en,Altered States,상태 개조,,25.643,['United States of America'],1980-12-25,"['English', 'Español']",6.691,623
"['Comedy', 'Drama']","['lone wolf', 'private school', 'theater play', 'theatre group', 'theater director', 'coming of age', 'precocious child', 'teenager', 'comforting']",en,Rushmore,맥스군 사랑에 빠지다,,26.518,['United States of America'],1998-12-11,"['Français', 'English', 'Latin', 'Español']",7.405,2399
"['Comedy', 'Crime']","['video game', 'mafia', 'police academy', 'moscow, russia', 'commandant']",en,Police Academy: Mission to Moscow,폴리스 아카데미 7: 모스크바 임무,,30.639,"['Russia', 'United States of America']",1994-06-09,['English'],4.6,834
['Horror'],"['lake', 'college', 'victim', 'lodge', 'vacation', 'woods', 'marijuana', 'homicidal', 'disease', 'lethal virus', 'illness', 'virus', 'locals', 'body horror']",en,Cabin Fever,캐빈 피버,,26.523,['United States of America'],2003-08-15,['English'],5.677,1246
"['Family', 'Comedy', 'Fantasy', 'Science Fiction']","['spacecraft', 'new york city', 'extraterrestrial technology', 'alien life-form', 'apartment building', 'elderly couple', 'property development']",en,*batteries not included,8번가의 기적,,17.855,['United States of America'],1987-12-18,['English'],6.644,670
"['Animation', 'Action', 'Adventure', 'Crime', 'Fantasy']","['martial arts', 'superhero', 'death of master']",en,Batman: Soul of the Dragon,배트맨: 드래곤의 영혼,,22.812,['United States of America'],2021-01-12,['English'],6.7,323
['Drama'],"['sports', 'biography']",en,Brian Banks,브라이언 뱅크스,,28.617,['United States of America'],2019-08-09,['English'],7.24,217
"['Thriller', 'Drama']","['harassment', 'revenge', 'rape attempt', 'torture', 'grave digging', 'rape and revenge', 'submission', 'defenseless woman']",en,Extremities,익스트레머티스,,24.308,['United States of America'],1986-08-22,['English'],6.063,79
"['Drama', 'Mystery', 'Thriller', 'Crime']","['based on novel or book', 'court', 'witness', 'trial', 'love', 'murder', 'defense', 'lawyer', 'justice', 'u.s. marine', 'arrested', 'classified', 'legal thriller']",en,High Crimes,하이 크라임,,33.964,['United States of America'],2002-04-05,"['English', 'Español']",6.343,757
"['Comedy', 'Science Fiction']","['future', 'government', 'revolution', 'dystopia', 'satire', 'control', 'robot', 'tyranny', 'cyrogenics', 'anarchic comedy']",en,Sleeper,슬리퍼,,33.929,['United States of America'],1973-12-17,['English'],6.921,745
"['Horror', 'Fantasy']","['cemetery', 'gore', 'sequel', 'prequel', 'remake', 'pet cemetery', '1960s', 'forced to kill', 'pet monster', 'period piece', 'violence', 'horror', 'scary']",en,Pet Sematary: Bloodlines,공포의 묘지: 더 비기닝,,44.31,['United States of America'],2023-09-23,['English'],5.772,311
"['Comedy', 'Crime']","['undercover agent', 'undercover', 'computer virus', 'fbi', 'nanny', 'stress', 'overweight woman', 'disguise', 'impersonation']",en,Big Momma's House 2,빅 마마 하우스 2: 근무중 이상무,12,34.893,"['Switzerland', 'United States of America']",2006-01-26,['English'],5.762,1543
"['Horror', 'Thriller']","['nightclub', 'game of dice', 'sculpture', 'pinhead', 'cenobyten', 'reporter', 'puzzle box', 'evil', 'cenobite']",en,Hellraiser III: Hell on Earth,헬레이저 3,,25.843,['United States of America'],1992-09-11,['English'],5.642,709
"['Adventure', 'Fantasy', 'Family']","['professor', 'duck', 'expedition', 'edinburgh, scotland', 'volcano', 'giant lizard', 'iceland', 'travel', 'prehistoric creature', 'steampunk', 'dinosaur', 'center of the earth', 'lost world']",en,Journey to the Center of the Earth,마그마 탐험대,,25.002,['United States of America'],1959-12-15,"['Pусский', 'English', 'Français', 'Íslenska', 'Italiano']",6.954,444
"['Comedy', 'Crime']","['france', 'england', 'chaos', 'scotland yard']",en,Inspector Clouseau,형사 클루조,,19.868,['United Kingdom'],1968-07-19,"['Español', 'Italiano', 'English']",5.035,72
"['War', 'Action', 'History', 'Thriller']","['assassination', 'based on novel or book', 'nazi', 'world war ii', 'operation anthropoid', 'czech history', 'assassination of reinhard heydrich (1942)']",en,The Man with the Iron Heart,철의 심장을 가진 남자,15세 이상 관람가,35.321,"['Belgium', 'Czech Republic', 'France', 'United Kingdom', 'United States of America']",2017-05-25,"['Deutsch', 'English']",6.548,741
"['Comedy', 'Romance']","['love letter', 'nose', 'inferiority complex', 'based on play or musical', 'rivalry', 'astronomer', 'falling in love', 'fire chief', 'firefighter', 'colleague', 'friends to lovers', 'pacific northwest', 'rocket scientist']",en,Roxanne,록산느,,23.092,"['Canada', 'United States of America']",1987-06-19,['English'],6.394,597
"['Drama', 'Horror', 'Thriller']","['1970s', 'religion and supernatural', 'exorcism', 'possession', 'hypnosis', 'pact with the devil', 'sequel', 'examination', 'priest', 'devil', 'catholic church', 'demonic possession', 'locust', 'faith healing', 'supernatural horror']",en,Exorcist II: The Heretic,엑소시스트 2,12,25.477,['United States of America'],1977-06-17,['English'],4.532,681
"['Horror', 'Mystery']","['death penalty', 'religion and supernatural', 'suspicion of murder', 'investigation', 'exorcism', 'doomed man', 'possession', 'psychiatric hospital', 'priest', 'series of murders', 'missing person', 'catholic church', 'demonic possession', 'supernatural horror']",en,The Exorcist III,엑소시스트 3,,30.592,['United States of America'],1990-08-17,['English'],6.223,721
"['Horror', 'Thriller']","['suicide', 'countryside', 'vampire', 'marriage', 'mansion', 'caterer', 'drinking blood', 'ceramics', 'dracula']",en,The Invitation,인비테이션,15,56.796,['United States of America'],2022-08-24,"['English', 'Português']",6.146,739
"['Comedy', 'Fantasy', 'Family']","['based on novel or book', 'holiday', 'christmas party', 'bullying', 'dysfunctional family', 'body-swap', 'teenage romance', 'family conflicts', 'swedish family', 'family comedy', 'nuclear family']",en,Family Switch,패밀리 스위치,All,38.436,['United States of America'],2023-11-30,['English'],6.428,546
"['Comedy', 'Crime']","['court', 'harassment', 'baltimore, usa', 'dark comedy', 'housewife', 'satire', 'protection', 'motherly love', 'hit-and-run', 'evil mother', 'suburbia', 'murder', 'serial killer', 'infamy', 'perfectionist', 'perfection', 'obscene telephone call', 'protective mother']",en,Serial Mom,시리얼 맘,,33.072,['United States of America'],1994-04-13,['English'],6.742,644
"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']","['prison', 'drug dealer', 'san francisco, california', 'gas station', 'investigation', 'betrayal', 'shootout', 'motorcycle', 'convict', 'buddy cop', 'tough cop', 'blast']",en,Another 48 Hrs.,48시간 2,18,36.432,['United States of America'],1990-06-08,"['广州话 / 廣州話', 'English']",5.981,828
['Thriller'],"['cold', 'wolf', 'mountain', 'animal attack', 'girlfriend', 'stranded', 'snow', 'best friend', 'boyfriend', 'ski resort', 'ski lift', 'eaten alive', 'hypothermia', 'frostbite', 'cable car', 'eaten by animal', 'skier', 'stuck', 'wolves', 'life or death', 'natural horror']",en,Frozen,프로즌,,44.04,['United States of America'],2010-02-05,['English'],5.983,1749
"['Drama', 'Thriller', 'TV Movie']","['architect', 'wheelchair', 'leave', 'murder', 'disabled', 'voyeur']",en,Rear Window,,,24.806,['United States of America'],1998-11-22,['English'],5.5,99
"['Horror', 'Comedy']","['kindergarten', 'zombie', 'zombie apocalypse']",en,Little Monsters,리틀 몬스터,,24.217,"['Australia', 'United Kingdom', 'United States of America']",2019-08-29,['English'],6.547,642
"['Drama', 'Thriller', 'Crime']","['prison', 'journalist', 'death penalty', 'professor', 'texas', 'death row', 'interview', 'murder', 'reporter', 'intern', 'innocent', 'activist']",en,The Life of David Gale,데이비드 게일,15,20.029,"['Germany', 'United Kingdom', 'United States of America']",2003-02-21,"['English', 'Español']",7.426,1944
['Western'],"['texas', 'settler', 'apache nation', 'usa–mexico border', 'black and white', 'father son relationship']",en,Rio Grande,리오 그란데,,26.792,['United States of America'],1950-11-15,['English'],6.822,314
"['Horror', 'Thriller', 'Fantasy', 'Mystery']","['based on novel or book', 'painting', 'trauma', 'haunted house', 'haunting', 'castle', 'insomnia', 'bone', 'poster', 'child labor', 'audio recording', 'spiral staircase', 'evil', 'loner', 'researcher', 'insomniac', 'paranormal activity', 'logbook', 'strange noise', 'spook', 'cherub']",en,The Haunting,더 헌팅,,42.243,['United States of America'],1999-07-23,['English'],5.435,1312
"['Adventure', 'Animation', 'Comedy', 'Family']","['ship', 'london, england', 'return', 'villain', 'girlfriend', 'rubin', 'thug']",en,Flushed Away,플러쉬,,61.127,"['United Kingdom', 'United States of America']",2006-10-22,['English'],6.281,3664
"['Drama', 'History', 'Romance']","['epic', 'suicide', 'based on novel or book', 'rome, italy', 'roman empire', 'christianity', 'emperor', 'ancient rome', 'burning', 'roman army', 'nero', '1st century', 'christian film', 'claudius caesar', 'guarda pretoriana', 'praetorian guard', 'matricídio', 'sêneca']",en,Quo Vadis,쿼바디스,All,34.135,['United States of America'],1951-11-08,"['English', 'Italiano']",7.1,393
"['Family', 'Comedy', 'Animation', 'Adventure']","['beach', 'mediterranean', 'italy', 'fascism', 'transformation', 'singer', 'war hero', 'air pirate', 'anime', 'playful']",ja,紅の豚,붉은 돼지,ALL,42.699,['Japan'],1992-07-18,['日本語'],7.8,3153
"['Drama', 'Romance', 'Comedy']","['isolation', 'atomic bomb', 'bunker', 'shelter', 'lighthearted', 'blast from the past', 'adoring', 'amused', 'familiar']",en,Blast from the Past,블래스트,,31.919,['United States of America'],1999-02-12,"['Latin', 'English', 'Français', 'Deutsch']",6.8,1047
['Animation'],[],en,Buckets City,,,24.053,"['Philippines', 'United States of America']",2024-06-08,['English'],0.0,0
"['Comedy', 'Romance', 'Drama']","['coming out', 'small town', 'adolescence', 'sweden', 'coming of age', 'lesbian relationship', 'teen movie', 'teenage love', 'lgbt', 'lgbt teen', 'school life', 'lesbian', 'teenager']",sv,Fucking Åmål,쇼 미 러브,,26.542,"['Denmark', 'Sweden']",1998-10-23,['svenska'],7.108,497
"['Comedy', 'Romance']","['jealousy', 'parents-in-law', 'interracial relationship', 'relationship', 'trouble', 'fiancée', 'imminent wedding', 'racial discrimination', 'black american']",en,Guess Who,게스 후?,12,29.563,['United States of America'],2005-03-25,"['Português', 'Polski', 'Français', 'English']",5.954,876
"['Adventure', 'Family', 'Fantasy']","['race against time', 'mission', 'liberation', 'castle', 'mythical creature', 'puppetry', 'fantasy world', 'crystal', 'good versus evil', 'bizarre creatures']",en,The Dark Crystal,다크 크리스탈,,27.503,"['United Kingdom', 'United States of America']",1982-12-17,['English'],7.116,1066
"['Crime', 'Comedy']","['stockholm syndrome', 'hostage', '1970s', 'based on true story', 'based on magazine, newspaper or article']",en,Stockholm,스톡홀름,,23.367,"['Canada', 'United States of America']",2019-04-12,['English'],5.864,365
"['Thriller', 'Mystery', 'Crime']","['philadelphia, pennsylvania', 'hitman', 'presidential election', 'politics', 'audio tape', 'paranoia', 'faithlessness', 'yell', 'conspiracy', 'tape recorder', 'whodunit', 'car accident', 'audio recording', 'sound effect', 'neo-noir', 'noise', 'grand']",en,Blow Out,필사의 추적,,28.642,['United States of America'],1981-07-24,['English'],7.4,1370
"['Action', 'Drama', 'History']","['epic', 'assassination', 'kingdom', 'gun', 'greed', 'castle', 'heir to the throne', 'revenge', 'descent into madness', 'seppuku', 'inheritance fight', 'ruins', 'king lear', 'feudal japan', 'black widow', 'hopelessness']",ja,乱,란,,29.67,"['Japan', 'France']",1985-06-01,['日本語'],8.076,1469
"['Action', 'Fantasy', 'Science Fiction', 'Adventure', 'Thriller']","['skeleton', 'hero', 'saving the world', 'key', 'wretch', 'time travel', 'super power', 'aftercreditsstinger', 'sword and planet', 'sword and sorcery']",en,Masters of the Universe,마스터 돌프,,22.706,['United States of America'],1987-08-07,['English'],5.723,855
"['Drama', 'History']","['philadelphia, pennsylvania', 'advancement', 'sports', 'american football', 'bad luck']",en,Invincible,인빈서블,,22.794,['United States of America'],2006-08-25,['English'],6.99,888
"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']","['great wall of china', 'elixir of life', 'ancient manuscript', 'surgical stitches', 'holy man', 'exotic locale', 'terracotta army']",zh,神話,성룡의 신화,12,23.413,"['China', 'Hong Kong']",2005-05-11,"['普通话', 'English', 'हिन्दी', '한국어/조선말', '']",6.344,356
"['Action', 'Adventure', 'Drama', 'History', 'War']","['brotherhood', 'korean war', 'archaeologist', 'air raid', 'pyre', 'brother brother relationship', 'korean army', 'south korea', 'inter-korean relations', '한국전쟁']",ko,태극기 휘날리며,,15,21.965,"['South Korea', 'United States of America']",2004-02-05,['한국어/조선말'],7.993,636
"['Drama', 'Thriller']","['london, england', 'robbery', 'stalker', 'thief', 'stalking', 'voyeurism', 'aspiring writer', 'neo-noir', 'breaking and entering', 'non linear']",en,Following,미행,,28.958,"['United Kingdom', 'United States of America']",1999-04-02,['English'],7.154,1510
"['Drama', 'War', 'Romance', 'History']","['world war i', 'based on true story', 'truce', 'opera singer', 'christmas', '1910s', 'trench warfare', ""no man's land"", 'christmas eve']",fr,Joyeux Noël,메리 크리스마스,,24.851,"['Belgium', 'France', 'Germany', 'Romania', 'United Kingdom']",2005-11-09,"['Deutsch', 'Français', 'Latin', 'English']",7.403,834
"['Comedy', 'Drama', 'Music']","['dublin, ireland', 'ireland', 'soul music', 'band', 'the barrytown trilogy', 'wilson pickett']",en,The Commitments,커미트먼트,,25.33,"['Ireland', 'United Kingdom', 'United States of America']",1991-08-14,"['English', 'Gaeilge']",7.267,514
"['Action', 'Comedy', 'Thriller']","['dancing', 'mission', 'usa president', 'washington dc, usa', 'airplane', 'undercover agent', 'spy', 'sarcasm', 'bakery', 'los angeles, california', 'terrorism', 'secret service', 'government agent', 'weight loss', 'secret headquarters', 'world domination', 'moscow, russia', 'hand to hand combat', 'field agent', 'ineptitude', 'vice president', 'criminal organization', 'homeland security', 'spycraft', 'based on tv series', 'smolensk']",en,Get Smart,겟 스마트,12,29.91,['United States of America'],2008-06-19,"['English', 'Pусский']",6.19,3462
['Comedy'],"['high school', 'breaking the fourth wall', 'teen movie', 'overachiever']",en,Honor Society,아너 소사이어티,,27.77,"['United States of America', 'Canada']",2022-07-23,"['English', 'Español']",7.6,355
"['Drama', 'Romance']","['sexual attraction', 'cuban', 'critic', 'hedonism', 'possessiveness', 'woman director']",en,Elegy,엘레지,,30.856,['United States of America'],2008-08-08,"['English', 'Español']",6.308,268
"['Horror', 'Thriller']","['california', 'boarding school', 'brother', 'new identity', 'halloween', 'witness protection', 'uncle', 'school party', 'sister', 'sequel', 'underage drinking', 'slasher', 'principal', 'death', 'evil', 'holiday horror']",en,Halloween H20: 20 Years Later,할로윈 H20: 20년 후,,30.515,['United States of America'],1998-08-05,['English'],6.03,1571
"['Comedy', 'Crime']","['infidelity', 'rap music', 'loss', 'road trip', 'f word', 'crook', 'artifact', 'sociopath', 'revenge', 'racism', 'criminal', 'on the road', 'desert', 'security guard', 'shoplifting', 'screwball', 'reckless driving', 'buddy comedy', 'unlikely friendship', 'carjacker', 'advertising executive', 'suv', 'aftercreditsstinger']",en,Nothing to Lose,낫싱 투 루즈,,27.647,['United States of America'],1997-07-18,['English'],6.521,584
"['Adventure', 'Action', 'Thriller']","['rescue', 'himalaya mountain range', 'mountaineer', 'pakistan', 'climbing', 'k2', 'survival', 'mountain climbing', 'mountaineering', 'adventurer', 'karakoram']",en,Vertical Limit,버티칼 리미트,,29.681,"['Germany', 'United States of America']",2000-12-08,"['English', 'Italiano', 'اردو']",6.005,991
"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']","['helicopter', 'usa president', 'washington dc, usa', 'general', ""coup d'etat"", 'military prison', 'agent', 'insurgent', 'secretary of defense', 'potus']",en,xXx: State of the Union,트리플 X 2: 넥스트 레벨,,39.095,['United States of America'],2005-04-27,['English'],5.033,1777
['Adventure'],"['17th century', 'louis xiv']",fr,Indomptable Angélique,,,23.543,"['France', 'Germany', 'Italy']",1967-01-01,['Français'],6.6,98
"['Fantasy', 'Comedy']","['servant', 'time travel', 'clumsy fellow', 'middle ages (476-1453)', 'nobility']",fr,Les Visiteurs,비지터,,26.838,['France'],1993-01-27,['Français'],7.1,1854
"['Romance', 'Comedy']","['based on novel or book', 'ex-boyfriend', 'love interest', 'flight attendant', 'globetrotting', 'love and romance', 'finding love', 'searching for love', 'airplane setting', 'best friends', 'potential husband', 'love scheme', 'potential suitors', 'plane travel', 'christmas time']",en,Baggage Claim,웨딩 플라이트,,26.822,['United States of America'],2013-09-27,['English'],5.324,188
"['Western', 'Comedy']","['daughter', 'gunslinger', 'wyoming, usa', 'based on novel or book', 'ranch']",en,Cat Ballou,캣 벌루,,26.035,['United States of America'],1965-06-24,['English'],6.366,232
['Western'],"['gunslinger', 'showdown', 'funeral', 'legend', 'ranch', 'outlaw', 'lawyer', 'black and white', 'stagecoach', 'cowboy']",en,The Man Who Shot Liberty Valance,리버티 밸런스를 쏜 사나이,,33.166,['United States of America'],1962-04-13,['English'],7.785,1080
"['Drama', 'History']","['1970s', 'biography', 'based on true story', 'supreme court', 'lawyer', 'justice', 'harvard law school', 'woman director', '1960s', 'courtroom drama', 'supreme court justice']",en,On the Basis of Sex,세상을 바꾼 변호인,12세 이상 관람가,20.746,['United States of America'],2018-12-25,['English'],7.394,983
"['Action', 'Crime', 'Thriller']","['drug dealer', 'sniper', 'martial arts', 'china', 'police', 'hitman', 'funeral', 'assault rifle', 'chinatown', 'conscientious objector', 'revenge', 'organized crime', 'fugitive', 'on the run', 'los angeles, california', 'one man army', 'sunglasses', 'drug lord', 'silencer', 'uzi', 'police raid', 'contract killer', 'action hero', 'replacement']",en,The Replacement Killers,리플레이스먼트 킬러,,23.437,['United States of America'],1998-02-06,"['English', '广州话 / 廣州話']",6.239,486
"['Mystery', 'Thriller', 'Crime', 'Horror']","['prostitute', 'new orleans, louisiana', 'serial killer', 'series of murders', 'police detective']",en,Tightrope,연쇄 살인,,28.778,['United States of America'],1984-08-17,['English'],6.114,329
"['Family', 'Music', 'Adventure', 'Fantasy', 'Comedy']","['flying car', 'inventor', 'oldtimer', 'steampunk', 'benny hill']",en,Chitty Chitty Bang Bang,치티 치티 뱅 뱅,,26.975,['United Kingdom'],1968-12-17,['English'],6.815,625
"['Drama', 'Action', 'Thriller']","['martial arts', 'kung fu', 'teacher', 'revenge', 'honor', 'murder', 'tragic hero', 'one man army', 'tough guy', 'chinese', 'brutality', 'east asian lead', 'brawl', 'nunchaku', 'kung fu master', 'japanese man', 'puño de furia']",zh,精武門,정무문,15,42.802,['Hong Kong'],1972-03-22,['普通话'],7.256,900
"['Crime', 'Drama']","['based on true story', 'social climbing']",en,Georgetown,조지타운,,25.781,['United States of America'],2019-05-14,['English'],5.937,175
"['Comedy', 'Drama', 'Romance']","[""new year's eve"", 'baby', 'love triangle', 'gangster', 'marriage', 'letter', 'love', 'murder', 'unrequited love', 'secretary', 'hollywood', 'los angeles, california', 'older man younger woman relationship', 'socialite', 'uncle nephew relationship', 'neighbor neighbor relationship', '1930s']",en,Café Society,카페 소사이어티,15,29.424,['United States of America'],2016-05-11,['English'],6.456,2623
['Drama'],"['depression', 'florida', 'suicide', '1970s', 'biography', 'news broadcaster']",en,Christine,크리스틴,,60.174,['United States of America'],2016-10-14,['English'],6.804,350
"['Horror', 'Comedy', 'Drama']","['black humor', 'family drama', 'slasher', 'fear', 'humor negro', 'terror']",es,Slasher,,,246.088,['Spain'],2023-05-12,['Español'],4.0,1
"['Animation', 'Comedy', 'Family']","['holiday', 'freedom', 'thanksgiving', 'duringcreditsstinger']",en,Free Birds,터키,전체관람가,31.197,['United States of America'],2013-10-30,['English'],5.867,747
"['History', 'Drama']","['alabama', 'civil rights', 'martin luther king', 'president', 'protest march', 'woman director', 'selma', '1960s', 'african american history']",en,Selma,셀마,12,34.301,"['France', 'United Kingdom', 'United States of America']",2014-12-25,['English'],7.398,2143
"['Animation', 'Comedy', 'Drama', 'Romance']","['high school', 'friendship', 'romantic comedy', 'bullying', 'dysfunctional family', 'slice of life', 'school', 'compilation', 'based on manga', 'shoujo', 'anime']",ja,フルーツバスケット－prelude－,극장판 후르츠 바스켓: 프렐류드,,17.437,['Japan'],2022-02-18,['日本語'],7.107,28
"['Adventure', 'Comedy', 'Family']","['steampunk', 'orphan', 'orphan siblings', 'unfortunate', 'based on young adult novel']",en,Lemony Snicket's A Series of Unfortunate Events,레모니 스니켓의 위험한 대결,All,38.347,"['Germany', 'United States of America']",2004-12-16,['English'],6.817,4872
"['Comedy', 'Romance']","['infidelity', 'california', 'assassin', 'court', 'hitman', 'fetish', 'dark comedy', 'satire', 'romantic comedy', 'tycoon', 'lawyer', 'inheritance', 'divorce', 'screwball comedy', 'gold digger', 'comedy of remarriage']",en,Intolerable Cruelty,참을 수 없는 사랑,15,23.772,['United States of America'],2003-09-02,"['Français', 'English']",5.93,1437
"['Adventure', 'History', 'Drama', 'Action', 'War']","['scotland', 'affectation', 'biography', '18th century', 'highlands', 'violent man', 'scottish highlands', 'joyous', 'hopeful']",en,Rob Roy,롭 로이,,28.585,"['United Kingdom', 'United States of America']",1995-04-13,['English'],6.732,596
"['Comedy', 'Fantasy']","['sanatorium', 'based on play or musical', 'imaginary friend', 'mental institution', 'black and white', 'police officer', 'rabbit', 'mental illness', 'screwball comedy', 'commitment', 'brother sister relationship']",en,Harvey,하비,,44.394,['United States of America'],1950-12-04,['English'],7.683,586
"['Drama', 'Comedy']","['friendship', 'male friendship', 'based on true story', 'masseuse', 'aristocrat', 'paragliding', 'interracial friendship', 'unlikely friendship', 'duringcreditsstinger', 'quadriplegic', 'quadriplegia', 'feel good', 'intouchables']",fr,Intouchables,언터처블: 1%의 우정,12,67.852,['France'],2011-11-02,"['English', 'Français']",8.279,16827
"['Drama', 'Horror', 'Thriller']","['obsession', 'supernatural', 'wheelchair', 'paranormal phenomena', 'lifting person in air', 'inspector', 'loss', 'time', 'remote control', 'death', 'waterfront', 'audio cassette', 'logbook', 'electronic voice phenomena', 'near miss', 'bedridden']",en,White Noise,화이트 노이즈,15,28.795,"['Canada', 'United Kingdom', 'United States of America']",2005-01-07,['English'],5.567,781
"['Family', 'Comedy']","['puppy', 'st. bernard', 'family', 'pets']",en,Beethoven,베토벤,All,43.102,['United States of America'],1992-04-03,['English'],5.787,1998
"['Horror', 'Comedy', 'Fantasy']","['daughter', 'kobold', 'kleeblatt', 'north dakota', 'leprechaun', 'murder', 'slasher']",en,Leprechaun,레프리콘,12,27.842,['United States of America'],1993-01-08,['English'],5.543,740
"['Comedy', 'Romance', 'Science Fiction']","['nerd', 'biker', 'based on comic', 'morphing']",en,Weird Science,신비의 체험,,53.056,['United States of America'],1985-08-01,['English'],6.537,1326
"['Drama', 'Horror', 'Science Fiction']","['experiment', 'teleportation', 'inventor', 'mutation', 'hybrid', 'montreal, canada', 'scientist', 'housekeeper', 'spider web', 'told in flashback', 'fly (insect)', 'house fly', 'animal horror', 'fly/human hybrid', 'science laboratory', 'in-home laboratory', 'murder of husband']",en,The Fly,플라이,,31.869,['United States of America'],1958-07-16,"['English', 'Français']",7.016,512
"['Action', 'Comedy', 'Fantasy']","['martial arts', 'homeless person', 'fight', 'monk', 'superhero', 'villainess', 'fall', 'based on comic', 'injection', 'knife fight', 'scroll', 'mysticism', 'supernatural power']",en,Bulletproof Monk,방탄승,,30.896,['United States of America'],2003-03-28,"['English', '', 'ਪੰਜਾਬੀ', 'Deutsch']",5.515,881
"['Comedy', 'Crime']","['handcuffs', 'investigation', 'police operation', 'police everyday life', 'miami beach']",en,Police Academy 5: Assignment Miami Beach,폴리스 아카데미 5: 마이아미 비치 임무,,28.271,['United States of America'],1988-03-17,['English'],5.2,867
