genres,keywords,original_language,original_title,korean_title,kr_rating,popularity,production_countries,release_date,spoken_languages,vote_average,vote_count
['Drama'],"['sheep', 'fire', 'fight', 'tradition', 'pregnancy', 'fireworks', 'cave', 'feminism', 'rural area', 'teenage girl', 'female protagonist', 'prostitution', 'motorcycle', 'campfire', 'woman director', 'televison', 'teenage marriage']",hi,Parched,메마른 삶을 안고 튀어라,,23.647,"['Canada', 'India', 'United Kingdom', 'United States of America']",2015-11-14,"['English', 'हिन्दी']",7.4,85
"['Drama', 'Crime', 'History', 'Thriller']",[],es,75 días,,,33.64,['Spain'],2022-04-22,"['English', 'Español']",6.0,3
"['Romance', 'Drama', 'Comedy']",['softcore'],ko,화려한 외출,화려한 외출,18,50.28,['South Korea'],2013-12-05,['한국어/조선말'],6.9,33
"['Action', 'Comedy']",[],en,Outsource,코드네임: 에이전트 블랙,,224.641,['United Arab Emirates'],2022-01-18,['English'],4.333,21
"['Romance', 'Comedy', 'Drama']",[],tr,Rüyanda Görürsün,,,24.568,['Turkey'],2023-02-03,['Türkçe'],7.5,58
"['Animation', 'Adventure', 'Fantasy', 'Family']",['anime'],ja,映画ドラえもん のび太のドラビアンナイト,도라에몽: 진구의 도라비안 나이트,,26.655,['Japan'],1991-03-09,['日本語'],7.3,56
"['Action', 'Adventure', 'Comedy']","['based on comic', 'historical', 'hokkaido, japan', 'ainu', '20th century']",ja,ゴールデンカムイ,골든 카무이,,188.059,['Japan'],2024-01-19,"['日本語', 'Português']",6.667,30
"['Action', 'Thriller']","['gold', 'middle east', 'heist', 'prison break', 'amused']",en,The Misfits,미스피츠,,37.386,"['Finland', 'United Arab Emirates', 'United States of America']",2021-06-03,['English'],5.5,424
['Science Fiction'],"['future', 'artificial intelligence (a.i.)', 'clone', 'dystopia', 'mercenary', 'robot', '22nd century', 'war']",ko,정이,,12,30.801,['South Korea'],2023-01-12,['한국어/조선말'],6.154,570
"['Drama', 'Romance', 'Fantasy']","['london, england', 'parent child relationship', 'time travel', 'family secrets', 'cornwall, england', 'family', 'second chance', 'time-manipulation', 'celebratory', 'viajes en el tiempo', 'viaje en el tiempo']",en,About Time,어바웃 타임,15,67.562,"['United Kingdom', 'United States of America']",2013-09-04,['English'],7.919,8213
"['Comedy', 'Family']","['road trip', ""based on children's book"", 'family', 'disrespectful', 'dubious']",en,Diary of a Wimpy Kid: The Long Haul,윔피 키드: 가족 여행의 법칙,,26.19,['United States of America'],2017-05-19,['English'],5.3,452
"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy']","['small town', 'fairy tale', 'rebel', 'spin off', 'wild west', 'talking cat', 'pets', 'shrek cinematic universe']",en,Puss in Boots,장화신은 고양이,All,48.719,['United States of America'],2011-10-27,"['Español', 'English']",6.557,3853
"['Comedy', 'Drama']","['small town', 'michigan', 'mathematics', 'massachusetts', 'harvard university', 'lottery', 'based on true story', 'winning lottery', 'based on magazine, newspaper or article']",en,Jerry & Marge Go Large,제리 & 마지 고 라지,,31.896,['United States of America'],2022-10-20,"['English', 'Español', 'Türkçe']",7.328,287
['Comedy'],[],en,Girls Trip,걸즈 트립,,21.909,['United States of America'],2017-07-21,['English'],6.845,1462
"['Horror', 'Mystery', 'Thriller']","['sequel', 'demon', 'franchise', 'insidious', 'supernatural horror', 'evil spirits', 'fifth part']",en,Insidious: The Red Door,인시디어스: 빨간 문,15,71.612,['United States of America'],2023-07-05,['English'],6.634,1581
"['Comedy', 'Action', 'Crime']","['one man army', 'nickname']",en,The Machine,더 머신,,27.895,['United States of America'],2023-05-25,"['Español', 'English']",5.782,146
"['Comedy', 'Horror', 'Science Fiction']","['halloween', 'time travel', 'carnival', 'serial killer', 'slasher', 'woman director', '1980s', 'horror comedy', 'mother daughter relationship', 'meta']",en,Totally Killer,토탈리 킬러,,44.69,['United States of America'],2023-09-28,"['English', 'Español']",6.908,749
"['Action', 'Thriller']",[],en,Sniper: G.R.I.T. - Global Response & Intelligence Team,스나이퍼: 대테러부대,,42.15,['United States of America'],2023-09-26,['English'],6.687,126
['Comedy'],"['new york city', 'subway', 'house', 'babysitter', 'neighbor', 'drop-out', 'duringcreditsstinger']",en,The Sitter,더 시터,,21.496,['United States of America'],2011-12-09,['English'],5.588,907
['Drama'],"['factory worker', 'van', 'based on novel or book', 'recession', 'homelessness', 'unemployment', 'recreational vehicle', 'road movie', 'death of husband', 'western usa', 'nomad']",en,Nomadland,노매드랜드,12,47.797,['United States of America'],2021-01-29,['English'],7.215,2874
"['Action', 'Adventure', 'Crime']","['speed', 'family relationships', 'sequel', 'duringcreditsstinger', 'fast car', 'brother brother relationship']",en,F9,분노의 질주: 더 얼티메이트,12,65.931,['United States of America'],2021-05-19,"['English', 'Français', 'Deutsch', 'Español']",7.094,6990
"['Animation', 'Drama', 'Fantasy', 'Romance']","['friends', 'unrequited love', 'disappearance', 'school life', 'anime', 'other world', 'mysterious world']",ja,君は彼方,너는 저편에,,19.764,['Japan'],2020-11-27,['日本語'],6.7,42
"['Comedy', 'Romance', 'Science Fiction', 'Drama']","['planet mars', 'falling in love', 'woman director', 'space exploration', 'space program', 'social experiment']",en,Space Oddity,스페이스 오디티,,25.077,['United States of America'],2023-03-31,"['English', 'Español']",5.9,38
"['Western', 'Mystery']",[],en,Murder at Yellowstone City,옐로스톤 시티의 살인 사건,,33.419,['United States of America'],2022-06-24,['English'],5.456,68
['Romance'],"['softcore', 'mature', 'male virgin', 'village youth', 'boarding house owner']",ko,하숙집,하숙집,,19.814,['South Korea'],2014-02-25,['한국어/조선말'],3.0,2
"['Documentary', 'Drama']","['rescue', 'cave', 'natural disaster', 'monsoon', 'miracle', 'thailand', 'flooding', 'thai', 'disaster', 'cave diving']",en,The Rescue,위대한 구조,,23.187,"['Thailand', 'United Kingdom', 'United States of America']",2021-10-08,"['English', 'ภาษาไทย', 'Deutsch']",7.918,202
"['Animation', 'Action', 'Comedy', 'Mystery', 'Crime', 'Fantasy']","['supernatural', 'mafia', 'based on manga', 'super power', 'seinen', 'anime']",ja,文豪ストレイドッグス DEAD APPLE,문호 스트레이독스: 데드 애플,,34.213,['Japan'],2018-03-03,['日本語'],8.182,143
"['Animation', 'Comedy', 'Mystery', 'Family', 'Fantasy']","['friendship', 'monster', 'friends', 'crossover']",en,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,,,24.856,['United States of America'],2021-09-14,['English'],7.784,375
"['Science Fiction', 'Action', 'Animation', 'Mystery']","['future', 'dystopia', 'based on graphic novel', 'super power']",en,"Batman: The Dark Knight Returns, Part 1","배트맨: 다크 나이트 리턴즈, 파트 1",,24.705,['United States of America'],2012-08-21,"['English', 'Português', 'Français']",7.73,1530
"['Mystery', 'Thriller', 'Drama']","['fight', 'underground fighting', 'religious cult', 'satanic cult', 'fight night', 'cultists', 'secret cult']",en,Manodrome,매노드롬,,23.591,"['United Kingdom', 'United States of America']",2023-11-10,['English'],5.156,48
"['Comedy', 'Romance']","['love letter', 'summer', 'summer vacation', 'teen comedy', 'secret admirer']",en,Secret Admirer,시크릿 어드마이어,,33.655,['United States of America'],1985-06-14,['English'],6.9,169
"['Action', 'Animation', 'Science Fiction']","['martial arts', 'ambush', 'camping', 'transformation', 'alien', 'revenge', 'based on manga', 'anime']",ja,ドラゴンボールZ とびっきりの最強対最強,드래곤볼 Z 극장판 5: 상상을 초월한 최강 vs 최강,15,56.121,['Japan'],1991-07-20,"['English', '日本語']",6.973,638
"['Adventure', 'Action', 'Animation']","['thief', 'based on manga', 'gentleman thief', 'anime']",ja,ルパン三世 THE FIRST,루팡 3세: 더 퍼스트,ALL,32.289,['Japan'],2019-12-06,['日本語'],7.3,283
['Drama'],"['hostess', 'erotic movie']",en,Swedish Wildcats,,,42.891,['United Kingdom'],1972-01-20,['English'],4.6,8
"['Comedy', 'Romance']","['london, england', 'holiday', 'romantic comedy', 'singing', 'homeless shelter', 'holiday season', 'christmas', ""santa's elves""]",en,Last Christmas,라스트 크리스마스,12,75.55,"['United Kingdom', 'United States of America']",2019-11-07,"['Hrvatski', '普通话', 'Français', 'English']",7.245,2281
"['Drama', 'History']","['new york city', 'immigrant', 'based on true story', '19th century', '1900s', 'impoverished', 'italian immigrant', 'christian faith', '1890s', '1880s', 'farcical']",en,Cabrini,카브리니,,22.965,"['Italy', 'United States of America']",2024-03-07,"['English', 'Italiano']",7.4,31
"['Horror', 'Thriller']","['rape', 'natural disaster', 'earthquake', 'tsunami']",es,Aftershock,애프터 쇼크,,24.616,"['Chile', 'United States of America']",2012-09-12,"['English', 'Español']",5.1,314
['Drama'],[],zh,清宫性史1之无能皇帝,,,58.612,[],2002-01-01,['普通话'],6.0,1
"['Drama', 'Horror', 'Mystery']","['sheriff', 'superstition', 'trauma', 'native american', 'oregon, usa', 'creature', 'meth lab', 'school teacher', 'mining town', 'based on short story', 'wendigo', 'folk horror', 'myth']",en,Antlers,앤틀러스,,47.762,['United States of America'],2021-10-28,['English'],6.252,1048
"['Music', 'Drama']","['rave', 'techno', 'festival']",en,XOXO,XOXO: 엑스오엑스오,,35.598,['United States of America'],2016-08-26,['English'],5.988,583
"['Animation', 'Fantasy', 'Adventure']","['slime', 'reincarnation', 'demon', 'goblin', 'anime', 'other world']",ja,劇場版 転生したらスライムだった件 紅蓮の絆編,극장판 전생했더니 슬라임이었던 건에 대하여: 홍련의 인연편,15,57.499,['Japan'],2022-11-25,"['Français', '日本語']",7.35,370
"['Drama', 'Romance']","['based on novel or book', 'based on true story', 'incurable disease', 'love story']",ja,余命10年,남은 인생 10년,12,38.623,['Japan'],2022-03-04,"['日本語', 'Français', 'Español']",7.0,77
"['Action', 'Thriller', 'Drama']","['ex-detainee', 'fistfight', 'paternity']",en,Damage,데미지,,24.321,['United States of America'],2009-10-05,['English'],6.4,153
"['Comedy', 'Horror', 'Thriller']","['madrid, spain', 'medium', 'female friendship', 'based on true story', 'paranormal investigation', 'catholic priest', 'paranormal activity', '1990s']",es,Fenómenas,페노메나스,,26.051,['Spain'],2023-04-14,['Español'],5.797,133
"['Comedy', 'Family']","['holiday', 'christmas party', 'big family']",es,Padre no hay mas que uno 3,,,32.269,"['Spain', 'United States of America']",2022-07-15,"['Español', 'Português']",7.557,230
"['Drama', 'Horror', 'Mystery']","['fire', 'nightmare', 'nihilism', 'darkness', 'homicide', 'door', 'paranoia', 'post-apocalyptic future', 'forest', 'fear', 'dog', 'madness', 'pandemic', 'infected', 'cremation', 'hopelessness', 'malevolence', 'suspenseful']",en,It Comes at Night,잇 컴스 앳 나잇,15,60.906,['United States of America'],2017-06-09,['English'],5.85,2279
"['Horror', 'Action', 'Adventure', 'Thriller']","['escape', 'alone', 'survival', 'drone', 'zombie', 'apartment building', 'zombie apocalypse', 'virus', 'live stream', 'south korea', 'apartment', 'sinister', 'frightened']",ko,#살아있다,,15,35.641,['South Korea'],2020-06-24,['한국어/조선말'],7.26,1724
"['Action', 'Crime', 'Drama']","['police', 'gangster', 'rocket launcher', 'anti hero', 'punk rock', 'revenge', 'vigilante', 'hospital', 'one man army', 'one against many', 'action hero', 'vigilante justice']",en,Death Wish 3,데스 위시 3,,33.807,['United States of America'],1985-11-01,['English'],6.2,390
['Drama'],"['london, england', 'based on novel or book', 'upper class', 'skyscraper', 'architecture', 'high rise', 'decadence', 'class conflict', 'social class', 'decay']",en,High-Rise,하이-라이즈,18,35.267,"['Belgium', 'United Kingdom']",2015-11-22,"['Français', 'English']",5.619,1118
"['Family', 'Comedy', 'Fantasy', 'Animation']","['earth', 'prequel', 'planet earth', 'short film']",en,22 vs. Earth,22 vs 지구,,30.898,['United States of America'],2021-04-30,['English'],7.008,435
"['Comedy', 'Drama', 'Romance']","['hotel', 'suicide attempt', 'boat', 'dystopia', 'woods', 'romance', 'punishment', 'revenge', 'swimming', 'grave digging', 'dead rabbit', 'blind woman', 'manhunt', 'shooting an animal']",en,The Lobster,더 랍스터,18,65.654,"['France', 'Greece', 'Ireland', 'Netherlands', 'United Kingdom']",2015-10-15,"['English', 'Français', 'ελληνικά']",7.046,5988
"['Thriller', 'Crime', 'Drama']","['psychopath', 'coffee shop', 'ohio', 'sociopath', 'revenge', 'predator turns victim', 'childhood friends', 'rape and revenge', 'woman director', 'medical school', 'pediatrician', 'living with parents', 'barista', 'sexual predator', 'nice guy', 'prosocial psychopath', 'transgender']",en,Promising Young Woman,프라미싱 영 우먼,15,34.765,['United States of America'],2020-12-13,['English'],7.445,3068
"['Music', 'Fantasy', 'Adventure']","['new york city', 'melancholy', 'based on play or musical', 'dog', 'disco', 'based on movie', 'wizard', 'harlem, new york city', 'funk', 'african american']",en,The Wiz,마법사,,28.176,['United States of America'],1978-10-24,['English'],6.0,241
['Horror'],"['evil puppet', 'creepy doll', 'horror mystery', 'suspense']",es,La niña de la comunión,커뮤니언 걸,,22.526,['Spain'],2023-02-09,['Español'],6.073,205
"['War', 'Action', 'Drama']","['submarine', 'allies', 'atlantic ocean', 'world war ii', 'based on true story', 'convoy', 'battleship', 'naval warfare', 'naval battleship']",en,Greyhound,'그레이하운드' - Greyhound,All,103.111,"['Canada', 'China', 'United States of America']",2020-07-09,['English'],7.406,2782
"['Animation', 'Family', 'Fantasy', 'Comedy']","['live action and animation', 'short film', 'cgi-live action hybrid']",en,Once Upon a Studio,원스 어폰 어 스튜디오,All,42.257,['United States of America'],2023-09-24,['English'],8.324,324
"['Comedy', 'Drama', 'History', 'Adventure']","['underdog', 'sports', 'olympic games', 'mountain', 'ski jump', 'biography', 'based on true story', 'britain', 'snow skiing', '1980s', 'dedication']",en,Eddie the Eagle,독수리 에디,12,27.053,"['Germany', 'United Kingdom', 'United States of America']",2016-02-25,"['English', 'Deutsch', 'Norsk']",7.178,2050
"['Horror', 'Thriller']","['supernatural', 'medium', 'thailand', 'mockumentary', 'shaman', 'fake documentary', 'folk horror', 'supernatural horror']",th,ร่างทรง,랑종,18,35.378,"['South Korea', 'Thailand']",2021-07-14,['ภาษาไทย'],7.01,594
"['Family', 'Adventure', 'Fantasy', 'Romance', 'Drama']","['witch', 'magic', 'mississippi river', 'fairy tale', 'mermaid', 'werewolf']",en,The Little Mermaid,인어공주: 매직 어드벤처,,29.26,['United States of America'],2018-08-02,['English'],5.017,826
"['Action', 'Adventure', 'Thriller']","['assassin', 'agent', 'killers']",en,Assassin Club,어쎄신 클럽,,34.457,"['Italy', 'United States of America']",2023-02-24,"['English', 'Español', 'Português']",6.1,145
"['Science Fiction', 'Drama', 'Thriller', 'Horror']","['brain tumor', 'new orleans, louisiana', 'time travel', 'swamp', 'surrealism', 'alcoholism', 'disappearance', 'best friend', 'drug overdose', 'paramedic', 'synthetic drug', 'drug', 'pineal gland']",en,Synchronic,싱크로닉,15,58.4,['United States of America'],2020-10-23,"['English', 'Español']",6.336,878
"['Horror', 'Thriller']","['sequel', 'leatherface', 'death']",en,Leatherface: The Texas Chainsaw Massacre III,텍사스 전기톱 학살 3,,32.536,['United States of America'],1990-01-12,['English'],5.296,518
"['Animation', 'Family', 'Comedy']","['bet', 'car race', 'race car driver', 'grandmother', 'cup', 'betting', 'rally', 'grandmother grandson relationship', 'race car driving', 'speed racing', 'animation', 'car racing', 'making a bet']",en,Rally Road Racers,,,33.109,"['United Arab Emirates', 'United Kingdom', 'United States of America']",2023-05-12,"['Dansk', 'English']",7.2,27
